symbol,name,sector,industry,market_cap,country
MBI,MBIA Inc.,Financials,Insurance,Small Cap,United States
MBIN,Merchants Bancorp,Financials,Banks,Small Cap,United States
MBINL,Merchants Bancorp Depositary Shares Each Representing a 1/40thInterest in a Share of 7.25% Fixed Rate Series E Non-CumulativePerpetual Preferred Stock without par value,Financials,,Small Cap,United States
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,Financials,Banks,Small Cap,United States
MBINN,Merchants Bancorp,Financials,Banks,Small Cap,United States
MBINO,Merchants Bancorp,Financials,Banks,Small Cap,United States
MBINP,Merchants Bancorp,Financials,Banks,Small Cap,United States
MBIO,"Mustang Bio, Inc.",Health Care,Biotechnology,Nano Cap,United States
MBKL,"MBT Bancshares, Inc.",Financials,Banks,Micro Cap,United States
MBLU,"Morris State Bancshares, Inc.",Financials,Banks,Micro Cap,United States
MBNKO,Medallion Bank Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series G par value $1.00 per share,Financials,Banks,Nano Cap,United States
MBNKP,Medallion Bank,Financials,Banks,Nano Cap,United States
MBOF,"Marine Bancorp of Florida, Inc.",Financials,Banks,,United States
MBOT,Microbot Medical Inc.,Health Care,Health Care Equipment & Supplies,Micro Cap,United States
MBRX,"Moleculin Biotech, Inc.",Health Care,Biotechnology,Nano Cap,United States
MBTC,Nocturne Acquisition Corporation,Financials,Diversified Financial Services,Nano Cap,United States
MBTCR,Nocturne Acquisition Corporation,Financials,Diversified Financial Services,Nano Cap,United States
MBTCU,Nocturne Acquisition Corporation,Financials,Diversified Financial Services,Nano Cap,United States
MBUU,"Malibu Boats, Inc.",Consumer Discretionary,Automobiles,Small Cap,United States
MBVA,Millennium Bankshares Corporation,Financials,Banks,Nano Cap,United States
MBVIU,M3-Brigade Acquisition VI Corp. Units,Financials,Diversified Financial Services,Nano Cap,United States
MBWM,Mercantile Bank Corporation,Financials,Banks,Small Cap,United States
MBX,MBX Biosciences Inc. Common Stock,Health Care,Biotechnology,Small Cap,United States
MC,Moelis & Company,Financials,Capital Markets,Mid Cap,United States
MCA,"BlackRock MuniYield California Quality Fund, Inc.",Financials,Capital Markets,Small Cap,United States
MCAA,Mountain & Co. I Acquisition Corp. Class A Ordinary Shares,Financials,Diversified Financial Services,Nano Cap,United States
MCAAU,Mountain & Co. I Acquisition Corp. Unit,Financials,Diversified Financial Services,Nano Cap,United States
MCAAW,Mountain & Co. I Acquisition Corp. Warrant,Financials,Diversified Financial Services,Nano Cap,United States
MCAC,Monterey Capital Acquisition Corporation Class A Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
MCACR,Monterey Capital Acquisition Corporation Rights,Financials,Diversified Financial Services,Nano Cap,United States
MCACU,Monterey Capital Acquisition Corporation Unit,Financials,Diversified Financial Services,Nano Cap,United States
MCACW,Monterey Capital Acquisition Corporation Warrants,Financials,Diversified Financial Services,Nano Cap,United States
MCAD,Mountain Crest Acquisition Corp. II,Financials,Diversified Financial Services,Micro Cap,United States
MCADR,Mountain Crest Acquisition Corp. II,Financials,Diversified Financial Services,Micro Cap,United States
MCADU,Mountain Crest Acquisition Corp. II,Financials,Diversified Financial Services,Micro Cap,United States
MCAF,Mountain Crest Acquisition Corp. IV Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
MCAFR,Mountain Crest Acquisition Corp. IV Rights,Financials,Diversified Financial Services,Nano Cap,United States
MCAFU,Mountain Crest Acquisition Corp. IV Unit,Financials,Diversified Financial Services,Nano Cap,United States
MCAG,Mountain Crest Acquisition Corp. V Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
MCAGR,Mountain Crest Acquisition Corp. V Right,Financials,Diversified Financial Services,Nano Cap,United States
MCAGU,Mountain Crest Acquisition Corp. V Unit,Financials,Diversified Financial Services,Nano Cap,United States
MCAH,Mountain Crest Acquisition 6 Corp. Ordinary Shares,Financials,Diversified Financial Services,Nano Cap,United States
MCAHR,Mountain Crest Acquisition 6 Corp. Rights,Financials,Diversified Financial Services,Nano Cap,United States
MCAP,"Mango Capital, Inc.",Real Estate,Real Estate Management & Development,Nano Cap,United States
MCB,Metropolitan Bank Holding Corp.,Financials,Banks,Small Cap,United States
MCBC,Macatawa Bank Corporation,Financials,Banks,Small Cap,United States
MCBI,"Mountain Commerce Bancorp, Inc.",Financials,Banks,Micro Cap,United States
MCBK,"Madison County Financial, Inc.",Financials,Banks,Micro Cap,United States
MCBP,Community Bancorp,Financials,Banks,Micro Cap,United States
MCBS,City Bank,Financials,Banks,Small Cap,United States
MCCK,"Mestek, Inc.",Industrials,Building Products,Micro Cap,United States
MCCX,MCX Technologies Corporation,Information Technology,Software,Nano Cap,United States
MCD,McDonald's Corporation,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mega Cap,United States
MCDA,"KMA Holding, Inc.",Health Care,Health Care Equipment & Supplies,Small Cap,United States
MCDBF,Mcdermott International Ltd.,Industrials,Construction & Engineering,,United States
MCDIF,Mcdermott International Ltd.,Industrials,Construction & Engineering,,United States
MCELQ,"Millennium Cell, Inc.",Industrials,Electrical Equipment,Nano Cap,United States
MCEM,The Monarch Cement Company,Materials,Construction Materials,Micro Cap,United States
MCET,"MultiCell Technologies, Inc.",Health Care,Biotechnology,Nano Cap,United States
MCF,Contango Oil & Gas Company,Energy,"Oil, Gas & Consumable Fuels",Small Cap,United States
MCFE,McAfee Corp.,Information Technology,Software,Mid Cap,United States
MCFT,"Mastercraft Boat Holdings, Inc.",Consumer Discretionary,Automobiles,Small Cap,United States
MCGA,Yorkville Acquisition Corp. Class A Ordinary Share,Utilities,Electric Utilities,Nano Cap,United States
MCGAU,Yorkville Acquisition Corp. Unit,Financials,Diversified Financial Services,Nano Cap,United States
MCHA,"Matchaah Holdings, Inc.",Consumer Staples,Beverages,Nano Cap,United States
MCHB,Mechanics Bank,Financials,Banks,Mid Cap,United States
MCHN,"Mchenry Bancorp, Inc.",Financials,Banks,,United States
MCHP,Microchip Technology Incorporated,Information Technology,Semiconductors & Semiconductor Equipment,Large Cap,United States
MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,Information Technology,Semiconductors & Semiconductor Equipment,Large Cap,United States
MCHT,Mauch Chunk Trust Financial Corp.,Financials,Banks,Nano Cap,United States
MCHX,"Marchex, Inc.",Communication Services,Diversified Telecommunication Services,Micro Cap,United States
MCI,Barings Corporate Investors,Financials,Capital Markets,Small Cap,United States
MCIC,"Multicorp International, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
MCIM,"Macau Capital Investments, Inc.",Industrials,Transportation Infrastructure,Micro Cap,United States
MCK,McKesson Corporation,Health Care,Health Care Providers & Services,Large Cap,United States
MCMJ,Merida Merger Corp. I,Financials,Diversified Financial Services,Micro Cap,United States
MCMJW,Merida Merger Corp. I,Financials,Diversified Financial Services,Micro Cap,United States
MCN,Madison Covered Call & Equity Strategy Fund,Financials,Capital Markets,Nano Cap,United States
MCO,Moody's Corporation,Financials,Capital Markets,Large Cap,United States
MCOA,"Marijuana Company of America, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
MCOM,micromobility.com Inc. Class A Common stock,Consumer Discretionary,Automobiles,Nano Cap,United States
MCOMW,micromobility.com Inc. Warrant,Consumer Discretionary,Automobiles,Nano Cap,United States
MCPB,Mt. Carmel Public Utility Co.,Utilities,Electric Utilities,Nano Cap,United States
MCPH,Midland Capital Holdings Corp.,Financials,Banks,Nano Cap,United States
MCR,MFS Charter Income Trust,Financials,Capital Markets,Micro Cap,United States
MCRAA,"McRae Industries, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Nano Cap,United States
MCRAB,"McRae Industries, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Nano Cap,United States
MCRB,"Seres Therapeutics, Inc.",Health Care,Biotechnology,Micro Cap,United States
MCRI,"Monarch Casino & Resort, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap,United States
MCS,The Marcus Corporation,Communication Services,Entertainment,Small Cap,United States
MCTH,"Medical Connections Holdings, Inc.",Industrials,Professional Services,Nano Cap,United States
MCVT,"Mill City Ventures III, Ltd.",Financials,Capital Markets,Small Cap,United States
MCW,Mister Car Wash Inc. Common Stock,Consumer Discretionary,,Mid Cap,United States
MCY,Mercury General Corporation,Financials,Insurance,Mid Cap,United States
MCZAF,"Mad Catz Interactive, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Nano Cap,United States
MD,"MEDNAX, Inc.",Health Care,Health Care Equipment & Supplies,Small Cap,United States
MDAI,Spectral AI Inc. Class A Common Stock,Health Care,Health Care Technology,Nano Cap,United States
MDAIW,Spectral AI Inc. Warrants,Health Care,,Nano Cap,United States
MDAV,"Davi Luxury Brand Group, Inc.",Consumer Staples,Household Products,Nano Cap,United States
MDAW,Media Way Corp.,Communication Services,Diversified Telecommunication Services,Nano Cap,United States
MDB,"MongoDB, Inc. Class A",Information Technology,Software,Large Cap,United States
MDBH,MDB Capital Holdings LLC Class A common,Financials,,Nano Cap,United States
MDBS,"Master Distribution Systems, Inc.",Financials,Capital Markets,Nano Cap,United States
MDC,"M.D.C. Holdings, Inc.",Industrials,Construction & Engineering,Mid Cap,United States
MDCA,MDC Partners Inc.,Communication Services,Diversified Telecommunication Services,Small Cap,United States
MDCN,"Medican Enterprises, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
MDEA,Media 100 Inc.,Information Technology,,Nano Cap,United States
MDEX,Madison Technologies Inc.,Industrials,Aerospace & Defense,Nano Cap,United States
MDGC,"MediaG3, Inc.",Communication Services,Diversified Telecommunication Services,Nano Cap,United States
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,Biotechnology,Mid Cap,United States
MDGP,Medgroup Inc.,Health Care,Health Care Equipment & Supplies,Nano Cap,United States
MDH,MDH Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
MDH-UN,MDH Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
MDIA,MediaCo Holding Inc.,Communication Services,Media,Micro Cap,United States
MDIT,"Medite Cancer Diagnostics, Inc.",Health Care,Health Care Equipment & Supplies,Nano Cap,United States
MDKM,"MDEChem, Inc.",Health Care,Biotechnology,Nano Cap,United States
MDLA,"Medallia, Inc.",Information Technology,Software,Mid Cap,United States
MDLN,Medline Inc. Class A Common Stock,Health Care,Health Care Technology,Large Cap,United States
MDLY,Medley Management Inc.,Financials,Capital Markets,Nano Cap,United States
MDLZ,"Mondelez International, Inc. Class A",Consumer Staples,Food & Staples Retailing,Large Cap,United States
MDMN,"Medinah Minerals, Inc.",Materials,Metals & Mining,Nano Cap,United States
MDMP,"MDM Permian, Inc.",Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
MDNL,"Maiden Lane Jewelry, Ltd.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Nano Cap,United States
MDP,Meredith Corporation,Communication Services,Diversified Telecommunication Services,Small Cap,United States
MDRA,Medra Corporation,Energy,,,United States
MDRR,"Medalist Diversified REIT, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Nano Cap,United States
MDRRP,"Medalist Diversified REIT, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Nano Cap,United States
MDRX,"Allscripts Healthcare Solutions, Inc.",Health Care,Health Care Providers & Services,Small Cap,United States
MDTC,Media Technologies Inc.,Communication Services,Diversified Telecommunication Services,Nano Cap,United States
MDU,"MDU Resources Group, Inc.",Materials,Construction Materials,Mid Cap,United States
MDVT,Middlebury National Corporation,Financials,Banks,Nano Cap,United States
MDWK,"MDwerks, Inc.",Health Care,Health Care Providers & Services,Nano Cap,United States
MDWT,Midwest Holding Inc.,Financials,Insurance,Micro Cap,United States
MDXG,"MiMedx Group, Inc.",Health Care,Health Care Technology,Small Cap,United States
MDXL,"MediXall Group, Inc.",Health Care,Health Care Providers & Services,Micro Cap,United States
ME,23andMe Holding Co. Class A Common Stock,Health Care,Biotechnology,Nano Cap,United States
MEC,"Mayville Engineering Company, Inc.",Industrials,Building Products,Small Cap,United States
MED,"Medifast, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Micro Cap,United States
MEDD,Medical Imaging Corp.,Health Care,Biotechnology,Nano Cap,United States
MEDH,"MedX Holdings, Inc.",Real Estate,Real Estate Management & Development,Nano Cap,United States
MEDP,"Medpace Holdings, Inc.",Health Care,Biotechnology,Large Cap,United States
MEDS,"Trxade Group, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
MEDT,MediaTechnics Corporation,Communication Services,,Nano Cap,United States
MEEC,Midwest Energy Emissions Corp.,Industrials,Construction & Engineering,Micro Cap,United States
MEG,"Montrose Environmental Group, Inc.",Industrials,Transportation Infrastructure,Small Cap,United States
MEGH,Megalith Corporation,Industrials,Machinery,Nano Cap,United States
MEGI,MainStay CBRE Global Infrastructure Megatrends Fund Common Shares,Financials,Capital Markets,Nano Cap,United States
MEHA,Functional Brands Inc. Common Stock,Health Care,Biotechnology,Nano Cap,United States
MEI,"Methode Electronics, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Micro Cap,United States
MEIL,Methes Energies International Ltd.,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
MEIP,"MEI Pharma, Inc.",Health Care,Biotechnology,Nano Cap,United States
MEKA,MELI Kaszek Pioneer Corp Class A Ordinary Shares,Financials,Diversified Financial Services,Nano Cap,United States
MEMI,Miracle Entertainment Inc.,Communication Services,Media,Nano Cap,United States
MENB,"Mendocino Brewing Company, Inc.",Consumer Staples,Beverages,Nano Cap,United States
MENI,"Mobilized Entertainment, Inc",Information Technology,Software,Nano Cap,United States
MEOA,Minority Equality Opportunities Acquisition Inc. Class A Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
MEOAU,Minority Equality Opportunities Acquisition Inc. Units,Financials,Diversified Financial Services,Nano Cap,United States
MEOAW,Minority Equality Opportunities Acquisition Inc. Warrants,Financials,Diversified Financial Services,Nano Cap,United States
MERR,"Merriman Holdings, Inc.",Financials,Capital Markets,Nano Cap,United States
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,Financials,,,United States
MESA,"Mesa Air Group, Inc.",Industrials,Airlines,Micro Cap,United States
MET,"MetLife, Inc.",Financials,Insurance,Large Cap,United States
MET-PA,"MetLife, Inc.",Financials,Insurance,Large Cap,United States
MET-PE,"MetLife, Inc.",Financials,Insurance,Large Cap,United States
MET-PF,"MetLife, Inc.",Financials,Insurance,Large Cap,United States
META,Meta Platforms Inc Class A,Communication Services,Diversified Telecommunication Services,Mega Cap,United States
METBV,Ramaco Resources Inc. Class B Common Stock When Issued,Energy,,Nano Cap,United States
METC,"Ramaco Resources, Inc.",Materials,Metals & Mining,Small Cap,United States
METCB,Ramaco Resources Inc. Class B Common Stock,Materials,Metals & Mining,Small Cap,United States
METCL,Ramaco Resources Inc. 9.00% Senior Notes due 2026,Materials,Metals & Mining,Small Cap,United States
METCV,Ramaco Resources Inc. Class A Common Stock Ex-Distribution When Issued,Energy,,Nano Cap,United States
METCZ,Ramaco Resources Inc. 8.375% Senior Notes due 2029,Energy,,Nano Cap,United States
MET^A,MetLife Inc. Preferred Series A Floating Rate,Financials,,,United States
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,Financials,,,United States
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,Financials,,,United States
MEVO,M Evo Global Acquisition Corp II Class A Ordinary Shares,Financials,Diversified Financial Services,Nano Cap,United States
MEVOW,M Evo Global Acquisition Corp II Warrants,Financials,Diversified Financial Services,Nano Cap,United States
MFA,"MFA Financial, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
MFA-PB,"MFA Financial, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
MFA-PC,"MFA Financial, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
MFAN,MFA Financial Inc. 8.875% Senior Notes due 2029,Financials,,Mid Cap,United States
MFAO,MFA Financial Inc. 9.000% Senior Notes due 2029,Financials,,Mid Cap,United States
MFA^B,MFA Financial Inc. Preferred Series B,Financials,,,United States
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Financials,,,United States
MFBP,"M&F Bancorp, Inc.",Financials,Banks,Nano Cap,United States
MFCO,"Microwave Filter Company, Inc.",Information Technology,Communications Equipment,Nano Cap,United States
MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,Financials,Capital Markets,Micro Cap,United States
MFDB,"Mutual Federal Bancorp, Inc.",Financials,Banks,Nano Cap,United States
MFGI,"Merchants Financial Group, Inc.",Financials,Banks,Micro Cap,United States
MFIC,MidCap Financial Investment Corporation Common Stock,Financials,Capital Markets,Small Cap,United States
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,Financials,Capital Markets,Mid Cap,United States
MFIN,Medallion Financial Corp.,Financials,Consumer Finance,Micro Cap,United States
MFINL,Medallion Financial Corp.,Financials,Consumer Finance,Micro Cap,United States
MFL,BlackRock MuniHoldings Investment Quality Fund,Financials,Capital Markets,Small Cap,United States
MFM,MFS Municipal Income Trust,Financials,Capital Markets,Micro Cap,United States
MFNC,Mackinac Financial Corporation,Financials,Banks,Micro Cap,United States
MFON,Mobivity Holdings Corp.,Information Technology,Software,Micro Cap,United States
MFP,Midera Food Processing Inc. Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap,United States
MFPVV,Midera Food Processing Inc. Common Stock When Issued,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap,United States
MFST,"Medifirst Solutions, Inc",Health Care,Health Care Technology,Nano Cap,United States
MFV,MFS Special Value Trust,Financials,Capital Markets,Nano Cap,United States
MG,"Mistras Group, Inc.",Industrials,Professional Services,Small Cap,United States
MGAG,Mortgage Oil Corp.,Real Estate,Real Estate Management & Development,,United States
MGAM,Mobile Global Esports Inc. Common Stock,Information Technology,Software,Nano Cap,United States
MGCV,"MGC Ventures, Inc.",Materials,Metals & Mining,Nano Cap,United States
MGEE,"MGE Energy, Inc.",Utilities,Multi-Utilities,Mid Cap,United States
MGF,MFS Government Markets Income Trust,Financials,Capital Markets,Micro Cap,United States
MGHL,Morgan Group Holding Co.,Financials,Capital Markets,Nano Cap,United States
MGLI,"Magellan Industries, Inc.",Consumer Discretionary,,Nano Cap,United States
MGLN,"Magellan Health, Inc.",Health Care,Health Care Providers & Services,Mid Cap,United States
MGLO,The MEDIA GLOBO Corporation,Communication Services,,,United States
MGM,MGM Resorts International,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap,United States
MGMA,"Metro Global Media, Inc.",Communication Services,Entertainment,Nano Cap,United States
MGNI,"Magnite, Inc.",Communication Services,Diversified Telecommunication Services,Small Cap,United States
MGNT,Meganet Corporation,Industrials,Professional Services,Nano Cap,United States
MGNX,"MacroGenics, Inc.",Health Care,Biotechnology,Micro Cap,United States
MGOL,MGO Global Inc. Common Stock,Communication Services,Diversified Telecommunication Services,Nano Cap,United States
MGOM,Migom Global Corp.,Financials,Capital Markets,,United States
MGP,MGM Growth Properties LLC,Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
MGPC,"Moregain Pictures, Inc.",Financials,Diversified Financial Services,Nano Cap,United States
MGPI,"MGP Ingredients, Inc.",Materials,Construction Materials,Small Cap,United States
MGR,"Affiliated Managers Group, Inc.",Financials,Capital Markets,Small Cap,United States
MGRB,"Affiliated Managers Group, Inc.",Financials,Capital Markets,Small Cap,United States
MGRC,McGrath RentCorp,Industrials,Commercial Services & Supplies,Mid Cap,United States
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,Financials,Capital Markets,Small Cap,United States
MGRE,Affiliated Managers Group Inc. 6.750% Junior Subordinated Notes due 2064,Financials,,Small Cap,United States
MGRM,Monogram Orthopaedics Inc. Common Stock,Health Care,Health Care Technology,Micro Cap,United States
MGRX,Mangoceuticals Inc. Common Stock,Information Technology,Software,Nano Cap,United States
MGTA,"Magenta Therapeutics, Inc.",Health Care,Biotechnology,Nano Cap,United States
MGTC,Megatech Corp.,Industrials,Machinery,Nano Cap,United States
MGTI,"MGT Capital Investments, Inc.",Financials,Capital Markets,Nano Cap,United States
MGTX,MeiraGTx Holdings plc,Health Care,Biotechnology,Small Cap,United States
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,Financials,Capital Markets,Small Cap,United States
MGUY,"Mogul Energy International, Inc.",Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
MGX,Metagenomi Inc. Common Stock,Health Care,,Micro Cap,United States
MGY,Magnolia Oil & Gas Corporation,Energy,"Oil, Gas & Consumable Fuels",Mid Cap,United States
MGYR,"Magyar Bancorp, Inc.",Financials,Banks,Micro Cap,United States
MHD,"BlackRock MuniHoldings Fund, Inc.",Financials,Capital Markets,Small Cap,United States
MHF,Western Asset Municipal High Income Fund Inc.,Financials,Capital Markets,Nano Cap,United States
MHGI,"Midnight Holdings Group, Inc.",Consumer Discretionary,,Nano Cap,United States
MHGU,Meritage Hospitality Group Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Micro Cap,United States
MHGUP,Meritage Hospitality Group Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Micro Cap,United States
MHH,"Mastech Digital, Inc.",Industrials,Professional Services,Micro Cap,United States
MHK,"Mohawk Industries, Inc.",Consumer Discretionary,Household Durables,Mid Cap,United States
MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",Financials,Capital Markets,Small Cap,United States
MHO,"M/I Homes, Inc.",Industrials,Construction & Engineering,Mid Cap,United States
MHPC,Manufactured Housing Properties Inc.,Real Estate,Real Estate Management & Development,Nano Cap,United States
MHTX,"Manhattan Scientifics, Inc.",Health Care,Health Care Technology,Nano Cap,United States
MIAX,Miami International Holdings Inc. Common Stock,Financials,Capital Markets,Mid Cap,United States
MIC,Macquarie Infrastructure Corporation,Industrials,Air Freight & Logistics,Mid Cap,United States
MICR,"Micron Solutions, Inc.",Health Care,Health Care Technology,Nano Cap,United States
MICS,The Singing Machine Company Inc. Common Stock,Consumer Discretionary,,Nano Cap,United States
MICT,"MICT, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Micro Cap,United States
MIDD,Middleby Corporation,Industrials,Machinery,Mid Cap,United States
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",Financials,Capital Markets,Micro Cap,United States
MIFF,"Mifflinburg Bancorp, Inc.",Financials,Banks,,United States
MIHL,Montague International Holding Ltd.,Industrials,Professional Services,Nano Cap,United States
MIKP,"Mike the Pike Productions, Inc.",Communication Services,Entertainment,Nano Cap,United States
MILE,"Metromile, Inc.",Financials,Insurance,Small Cap,United States
MILEW,"Metromile, Inc.",Financials,Insurance,Small Cap,United States
MIN,MFS Intermediate Income Trust,Financials,Capital Markets,Micro Cap,United States
MIND,"MIND Technology, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Micro Cap,United States
MINDP,"MIND Technology, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
MINE,"Minerco, Inc.",Health Care,,Micro Cap,United States
MINM,"Minim, Inc.",Information Technology,Communications Equipment,Nano Cap,United States
MIR,Mirion Technologies Inc. Class A Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap,United States
MIRA,MIRA Pharmaceuticals Inc. Common Stock,Health Care,,Micro Cap,United States
MIRM,"Mirum Pharmaceuticals, Inc.",Health Care,Biotechnology,Mid Cap,United States
MIRO,Miromatrix Medical Inc. Common Stock,Health Care,Biotechnology,Micro Cap,United States
MIT,"Mason Industrial Technology, Inc.",Financials,Diversified Financial Services,Small Cap,United States
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,Financials,Diversified Financial Services,Nano Cap,United States
MITAU,Coliseum Acquisition Corp. Unit,Financials,Diversified Financial Services,Nano Cap,United States
MITAW,Coliseum Acquisition Corp. Warrant,Financials,Diversified Financial Services,Nano Cap,United States
MITI,"Mitesco, Inc.",Health Care,Health Care Providers & Services,Nano Cap,United States
MITK,"Mitek Systems, Inc.",Information Technology,Software,Small Cap,United States
MITN,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,Financials,,Small Cap,United States
MITP,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,Financials,,Small Cap,United States
MITQ,Moving iMage Technologies Inc. Common Stock,Communication Services,Diversified Telecommunication Services,Nano Cap,United States
MITT,"AG Mortgage Investment Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Micro Cap,United States
MITT-PA,"AG Mortgage Investment Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
MITT-PB,"AG Mortgage Investment Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
MITT-PC,"AG Mortgage Investment Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,Financials,,,United States
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,Financials,,,United States
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,Financials,,,United States
MIXT,MiX Telematics Limited,Information Technology,Software,Small Cap,United States
MIXX,"Mix1 Life, Inc.",Consumer Staples,Food & Staples Retailing,Nano Cap,United States
MIY,"BlackRock MuniYield Michigan Quality Fund, Inc.",Financials,Capital Markets,Small Cap,United States
MJDS,"Mojo Data Solutions, Inc.",Information Technology,Software,Nano Cap,United States
MJHI,"MJ Harvest, Inc.",Industrials,Trading Companies & Distributors,Nano Cap,United States
MJNA,"Medical Marijuana, Inc.",Health Care,Pharmaceuticals,Micro Cap,United States
MJNE,"MJ Holdings, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
MJTV,"MJ Biotech, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
MJWL,Majic Wheels Corp.,Industrials,Transportation Infrastructure,Nano Cap,United States
MKC,"McCormick & Company, Incorporated",Consumer Staples,Food & Staples Retailing,Large Cap,United States
MKC-V,"McCormick & Company, Incorporated",Consumer Staples,Food & Staples Retailing,Large Cap,United States
MKFG,Markforged Holding Corporation Common Stock,Information Technology,Software,Micro Cap,United States
MKGI,"Monaker Group, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Nano Cap,United States
MKGP,"Maverick Energy Group, Ltd.",Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
MKIN,"MCNB Banks, Inc.",Financials,Banks,,United States
MKL,Markel Corporation,Financials,Insurance,Large Cap,United States
MKLYU,McKinley Acquisition Corporation Units,Financials,Diversified Financial Services,Nano Cap,United States
MKRO,"Monkey Rock Group, Inc.",Information Technology,Communications Equipment,Nano Cap,United States
MKSI,"MKS Instruments, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Large Cap,United States
MKTW,MarketWise Inc. Class A Common Stock,Information Technology,Software,Micro Cap,United States
MKTX,MarketAxess Holdings Inc.,Financials,Capital Markets,Mid Cap,United States
MKTY,"Mechanical Technology, Incorporated",Information Technology,"Electronic Equipment, Instruments & Components",Micro Cap,United States
MKUL,Molekule Group Inc. Common Stock,Industrials,Transportation Infrastructure,Nano Cap,United States
MKZR,MacKenzie Realty Capital Inc.,Real Estate,,Nano Cap,United States
